"code_bss";"date_mesure";"niveau_nappe_eau"
"09124X0293/SISE";"2005-12-11";"106.05"
"09124X0293/SISE";"2005-12-12";"106.05"
"09124X0293/SISE";"2005-12-13";"106.05"
"09124X0293/SISE";"2005-12-14";"106.05"
"09124X0293/SISE";"2005-12-15";"106.05"
"09124X0293/SISE";"2005-12-16";"106.05"
"09124X0293/SISE";"2005-12-17";"106.05"
"09124X0293/SISE";"2005-12-18";"106.05"
"09124X0293/SISE";"2005-12-19";"106.05"
"09124X0293/SISE";"2005-12-20";"106.05"
"09124X0293/SISE";"2005-12-21";"106.05"
"09124X0293/SISE";"2005-12-22";"106.05"
"09124X0293/SISE";"2005-12-23";"106.05"
"09124X0293/SISE";"2005-12-24";"106.05"
"09124X0293/SISE";"2005-12-25";"106.05"
"09124X0293/SISE";"2005-12-26";"106.05"
"09124X0293/SISE";"2005-12-27";"106.05"
"09124X0293/SISE";"2005-12-28";"106.05"
"09124X0293/SISE";"2005-12-29";"106.05"
"09124X0293/SISE";"2005-12-30";"106.05"
"09124X0293/SISE";"2005-12-31";"106.05"
"09124X0293/SISE";"2006-01-01";"106.05"
"09124X0293/SISE";"2006-01-02";"105.97"
"09124X0293/SISE";"2006-01-03";"105.83"
"09124X0293/SISE";"2006-01-04";"105.83"
"09124X0293/SISE";"2006-01-05";"105.82"
"09124X0293/SISE";"2006-01-06";"105.82"
"09124X0293/SISE";"2006-01-07";"105.83"
"09124X0293/SISE";"2006-01-08";"105.85"
"09124X0293/SISE";"2006-01-09";"105.85"
"09124X0293/SISE";"2006-01-10";"105.85"
"09124X0293/SISE";"2006-01-11";"105.85"
"09124X0293/SISE";"2006-01-12";"105.85"
"09124X0293/SISE";"2006-01-13";"105.87"
"09124X0293/SISE";"2006-01-14";"105.88"
"09124X0293/SISE";"2006-01-15";"105.88"
"09124X0293/SISE";"2006-01-16";"105.88"
"09124X0293/SISE";"2006-01-17";"105.88"
"09124X0293/SISE";"2006-01-18";"105.89"
"09124X0293/SISE";"2006-01-19";"105.92"
"09124X0293/SISE";"2006-01-20";"105.93"
"09124X0293/SISE";"2006-01-21";"105.94"
"09124X0293/SISE";"2006-01-22";"105.94"
"09124X0293/SISE";"2006-01-23";"105.94"
"09124X0293/SISE";"2006-01-24";"105.93"
"09124X0293/SISE";"2006-01-25";"105.92"
"09124X0293/SISE";"2006-01-26";"105.92"
"09124X0293/SISE";"2006-01-27";"105.91"
"09124X0293/SISE";"2006-01-28";"105.91"
"09124X0293/SISE";"2006-01-29";"106.32"
"09124X0293/SISE";"2006-01-30";"106.54"
"09124X0293/SISE";"2006-01-31";"106.55"
"09124X0293/SISE";"2006-02-01";"106.63"
"09124X0293/SISE";"2006-02-02";"106.73"
"09124X0293/SISE";"2006-02-03";"106.68"
"09124X0293/SISE";"2006-02-04";"106.62"
"09124X0293/SISE";"2006-02-05";"106.56"
"09124X0293/SISE";"2006-02-06";"106.5"
"09124X0293/SISE";"2006-02-07";"106.45"
"09124X0293/SISE";"2006-02-08";"106.41"
"09124X0293/SISE";"2006-02-09";"106.37"
"09124X0293/SISE";"2006-02-10";"106.33"
"09124X0293/SISE";"2006-02-11";"106.29"
"09124X0293/SISE";"2006-02-12";"106.26"
"09124X0293/SISE";"2006-02-13";"106.23"
"09124X0293/SISE";"2006-02-14";"106.21"
"09124X0293/SISE";"2006-02-15";"106.19"
"09124X0293/SISE";"2006-02-16";"106.18"
"09124X0293/SISE";"2006-02-17";"106.17"
"09124X0293/SISE";"2006-02-18";"106.17"
"09124X0293/SISE";"2006-02-19";"106.16"
"09124X0293/SISE";"2006-02-20";"106.17"
"09124X0293/SISE";"2006-02-21";"106.2"
"09124X0293/SISE";"2006-02-22";"106.2"
"09124X0293/SISE";"2006-02-23";"106.2"
"09124X0293/SISE";"2006-02-24";"106.2"
"09124X0293/SISE";"2006-02-25";"106.2"
"09124X0293/SISE";"2006-02-26";"106.19"
"09124X0293/SISE";"2006-02-27";"106.17"
"09124X0293/SISE";"2006-02-28";"106.16"
"09124X0293/SISE";"2006-03-01";"106.14"
"09124X0293/SISE";"2006-03-02";"106.13"
"09124X0293/SISE";"2006-03-03";"106.12"
"09124X0293/SISE";"2006-03-04";"106.11"
"09124X0293/SISE";"2006-03-05";"106.1"
"09124X0293/SISE";"2006-03-06";"106.1"
"09124X0293/SISE";"2006-03-07";"106.08"
"09124X0293/SISE";"2006-03-08";"106.06"
"09124X0293/SISE";"2006-03-09";"106.05"
"09124X0293/SISE";"2006-03-10";"106.05"
"09124X0293/SISE";"2006-03-11";"106.05"
"09124X0293/SISE";"2006-03-12";"106.05"
"09124X0293/SISE";"2006-03-13";"106.05"
"09124X0293/SISE";"2006-03-14";"106.05"
"09124X0293/SISE";"2006-03-15";"106.05"
"09124X0293/SISE";"2006-03-16";"106.05"
"09124X0293/SISE";"2006-03-17";"106.05"
"09124X0293/SISE";"2006-03-18";"106.04"
"09124X0293/SISE";"2006-03-19";"106.04"
"09124X0293/SISE";"2006-03-20";"106.04"
"09124X0293/SISE";"2006-03-21";"106.03"
"09124X0293/SISE";"2006-03-22";"106.03"
"09124X0293/SISE";"2006-03-23";"106.03"
"09124X0293/SISE";"2006-03-24";"106.03"
"09124X0293/SISE";"2006-03-25";"106.03"
"09124X0293/SISE";"2006-03-26";"106.03"
"09124X0293/SISE";"2006-03-27";"106.03"
"09124X0293/SISE";"2006-03-28";"106.03"
"09124X0293/SISE";"2006-03-29";"106.03"
"09124X0293/SISE";"2006-03-30";"106.03"
"09124X0293/SISE";"2006-03-31";"106.03"
"09124X0293/SISE";"2006-04-01";"106.03"
"09124X0293/SISE";"2006-04-02";"106.03"
"09124X0293/SISE";"2006-04-03";"106.03"
"09124X0293/SISE";"2006-04-04";"106.03"
"09124X0293/SISE";"2006-04-05";"106.03"
"09124X0293/SISE";"2006-04-06";"106.03"
"09124X0293/SISE";"2006-04-07";"106.03"
"09124X0293/SISE";"2006-04-08";"106.03"
"09124X0293/SISE";"2006-04-09";"106.03"
"09124X0293/SISE";"2006-04-10";"106.03"
"09124X0293/SISE";"2006-04-11";"106.03"
"09124X0293/SISE";"2006-04-12";"106.03"
"09124X0293/SISE";"2006-04-13";"106.04"
"09124X0293/SISE";"2006-04-14";"106.05"
"09124X0293/SISE";"2006-04-15";"106.15"
"09124X0293/SISE";"2006-04-16";"106.15"
"09124X0293/SISE";"2006-04-17";"106.15"
"09124X0293/SISE";"2006-04-18";"106.14"
"09124X0293/SISE";"2006-04-19";"106.11"
"09124X0293/SISE";"2006-04-20";"106.09"
"09124X0293/SISE";"2006-04-21";"106.08"
"09124X0293/SISE";"2006-04-22";"106.06"
"09124X0293/SISE";"2006-04-23";"106.06"
"09124X0293/SISE";"2006-04-24";"106.05"
"09124X0293/SISE";"2006-04-25";"106.04"
"09124X0293/SISE";"2006-04-26";"106.03"
"09124X0293/SISE";"2006-04-27";"106.01"
"09124X0293/SISE";"2006-04-28";"105.99"
"09124X0293/SISE";"2006-04-29";"105.97"
"09124X0293/SISE";"2006-04-30";"105.95"
"09124X0293/SISE";"2006-05-01";"105.95"
"09124X0293/SISE";"2006-05-02";"105.95"
"09124X0293/SISE";"2006-05-03";"105.95"
"09124X0293/SISE";"2006-05-04";"105.95"
"09124X0293/SISE";"2006-05-05";"105.95"
"09124X0293/SISE";"2006-05-06";"105.95"
"09124X0293/SISE";"2006-05-07";"105.95"
"09124X0293/SISE";"2006-05-08";"105.95"
"09124X0293/SISE";"2006-05-09";"105.95"
"09124X0293/SISE";"2006-05-10";"105.95"
"09124X0293/SISE";"2006-05-11";"105.95"
"09124X0293/SISE";"2006-05-12";"105.95"
"09124X0293/SISE";"2006-05-13";"105.95"
"09124X0293/SISE";"2006-05-14";"105.95"
"09124X0293/SISE";"2006-05-15";"105.95"
"09124X0293/SISE";"2006-05-16";"105.95"
"09124X0293/SISE";"2006-05-17";"105.95"
"09124X0293/SISE";"2006-05-18";"105.95"
"09124X0293/SISE";"2006-05-19";"105.9"
"09124X0293/SISE";"2006-05-20";"105.87"
"09124X0293/SISE";"2006-05-21";"105.86"
"09124X0293/SISE";"2006-05-22";"105.86"
"09124X0293/SISE";"2006-05-23";"105.86"
"09124X0293/SISE";"2006-05-24";"105.87"
"09124X0293/SISE";"2006-05-25";"105.86"
"09124X0293/SISE";"2006-05-26";"105.86"
"09124X0293/SISE";"2006-05-27";"105.86"
"09124X0293/SISE";"2006-05-28";"105.86"
"09124X0293/SISE";"2006-05-29";"105.86"
"09124X0293/SISE";"2006-05-30";"105.86"
"09124X0293/SISE";"2006-05-31";"105.86"
"09124X0293/SISE";"2006-06-01";"105.86"
"09124X0293/SISE";"2006-06-02";"105.78"
"09124X0293/SISE";"2006-06-03";"105.73"
"09124X0293/SISE";"2006-06-04";"105.73"
"09124X0293/SISE";"2006-06-05";"105.73"
"09124X0293/SISE";"2006-06-06";"105.73"
"09124X0293/SISE";"2006-06-07";"105.73"
"09124X0293/SISE";"2006-06-08";"105.73"
"09124X0293/SISE";"2006-06-09";"105.73"
"09124X0293/SISE";"2006-06-10";"105.73"
"09124X0293/SISE";"2006-06-11";"105.73"
"09124X0293/SISE";"2006-06-12";"105.73"
"09124X0293/SISE";"2006-06-13";"105.73"
"09124X0293/SISE";"2006-06-14";"105.73"
"09124X0293/SISE";"2006-06-15";"105.73"
"09124X0293/SISE";"2006-06-16";"105.73"
"09124X0293/SISE";"2006-06-17";"105.73"
"09124X0293/SISE";"2006-06-18";"105.73"
"09124X0293/SISE";"2006-06-19";"105.73"
"09124X0293/SISE";"2006-06-20";"105.73"
"09124X0293/SISE";"2006-06-21";"105.7"
"09124X0293/SISE";"2006-06-22";"105.69"
"09124X0293/SISE";"2006-06-23";"105.69"
"09124X0293/SISE";"2006-06-24";"105.69"
"09124X0293/SISE";"2006-06-25";"105.69"
"09124X0293/SISE";"2006-06-26";"105.68"
"09124X0293/SISE";"2006-06-27";"105.68"
"09124X0293/SISE";"2006-06-28";"105.68"
"09124X0293/SISE";"2006-06-29";"105.68"
"09124X0293/SISE";"2006-06-30";"105.68"
"09124X0293/SISE";"2006-07-01";"105.68"
"09124X0293/SISE";"2006-07-02";"105.68"
"09124X0293/SISE";"2006-07-03";"105.68"
"09124X0293/SISE";"2006-07-04";"105.68"
"09124X0293/SISE";"2006-07-05";"105.68"
"09124X0293/SISE";"2006-07-06";"105.68"
"09124X0293/SISE";"2006-07-07";"105.68"
"09124X0293/SISE";"2006-07-08";"105.69"
"09124X0293/SISE";"2006-07-09";"105.68"
"09124X0293/SISE";"2006-07-10";"105.68"
"09124X0293/SISE";"2006-07-11";"105.69"
"09124X0293/SISE";"2006-07-12";"105.68"
"09124X0293/SISE";"2006-07-13";"105.68"
"09124X0293/SISE";"2006-07-14";"105.69"
"09124X0293/SISE";"2006-07-15";"105.71"
"09124X0293/SISE";"2006-07-16";"105.72"
"09124X0293/SISE";"2006-07-17";"105.72"
"09124X0293/SISE";"2006-07-18";"105.71"
"09124X0293/SISE";"2006-07-19";"105.7"
"09124X0293/SISE";"2006-07-20";"105.7"
"09124X0293/SISE";"2006-07-21";"105.7"
"09124X0293/SISE";"2006-07-22";"105.69"
"09124X0293/SISE";"2006-07-23";"105.69"
"09124X0293/SISE";"2006-07-24";"105.69"
"09124X0293/SISE";"2006-07-25";"105.69"
"09124X0293/SISE";"2006-07-26";"105.68"
"09124X0293/SISE";"2006-07-27";"105.69"
"09124X0293/SISE";"2006-07-28";"105.7"
"09124X0293/SISE";"2006-07-29";"105.71"
"09124X0293/SISE";"2006-07-30";"105.7"
"09124X0293/SISE";"2006-07-31";"105.69"
"09124X0293/SISE";"2006-08-01";"105.68"
"09124X0293/SISE";"2006-08-02";"105.68"
"09124X0293/SISE";"2006-08-03";"105.68"
"09124X0293/SISE";"2006-08-04";"105.65"
"09124X0293/SISE";"2006-08-05";"105.65"
"09124X0293/SISE";"2006-08-06";"105.65"
"09124X0293/SISE";"2006-08-07";"105.65"
"09124X0293/SISE";"2006-08-08";"105.65"
"09124X0293/SISE";"2006-08-09";"105.65"
"09124X0293/SISE";"2006-08-10";"105.64"
"09124X0293/SISE";"2006-08-11";"105.63"
"09124X0293/SISE";"2006-08-12";"105.63"
"09124X0293/SISE";"2006-08-13";"105.64"
"09124X0293/SISE";"2006-08-14";"105.65"
"09124X0293/SISE";"2006-08-15";"105.65"
"09124X0293/SISE";"2006-08-16";"105.66"
"09124X0293/SISE";"2006-08-17";"105.73"
"09124X0293/SISE";"2006-08-18";"105.76"
"09124X0293/SISE";"2006-08-19";"105.76"
"09124X0293/SISE";"2006-08-20";"105.76"
"09124X0293/SISE";"2006-08-21";"105.76"
"09124X0293/SISE";"2006-08-22";"105.76"
"09124X0293/SISE";"2006-08-23";"105.76"
"09124X0293/SISE";"2006-08-24";"105.75"
"09124X0293/SISE";"2006-08-25";"105.73"
"09124X0293/SISE";"2006-08-26";"105.73"
"09124X0293/SISE";"2006-08-27";"105.73"
"09124X0293/SISE";"2006-08-28";"105.72"
"09124X0293/SISE";"2006-08-29";"105.72"
"09124X0293/SISE";"2006-08-30";"105.71"
"09124X0293/SISE";"2006-08-31";"105.71"
"09124X0293/SISE";"2006-09-01";"105.7"
"09124X0293/SISE";"2006-09-02";"105.7"
"09124X0293/SISE";"2006-09-03";"105.7"
"09124X0293/SISE";"2006-09-04";"105.71"
"09124X0293/SISE";"2006-09-05";"105.71"
"09124X0293/SISE";"2006-09-06";"105.71"
"09124X0293/SISE";"2006-09-07";"105.71"
"09124X0293/SISE";"2006-09-08";"105.71"
"09124X0293/SISE";"2006-09-09";"105.71"
"09124X0293/SISE";"2006-09-10";"105.71"
"09124X0293/SISE";"2006-09-11";"105.71"
"09124X0293/SISE";"2006-09-12";"105.72"
"09124X0293/SISE";"2006-09-13";"105.72"
"09124X0293/SISE";"2006-09-14";"105.73"
"09124X0293/SISE";"2006-09-15";"105.73"
"09124X0293/SISE";"2006-09-16";"105.73"
"09124X0293/SISE";"2006-09-17";"105.73"
"09124X0293/SISE";"2006-09-18";"105.85"
"09124X0293/SISE";"2006-09-19";"105.89"
"09124X0293/SISE";"2006-09-20";"105.87"
"09124X0293/SISE";"2006-09-21";"105.83"
"09124X0293/SISE";"2006-09-22";"105.82"
"09124X0293/SISE";"2006-09-23";"105.82"
"09124X0293/SISE";"2006-09-24";"105.82"
"09124X0293/SISE";"2006-09-25";"105.84"
"09124X0293/SISE";"2006-09-26";"105.95"
"09124X0293/SISE";"2006-09-27";"105.98"
"09124X0293/SISE";"2006-09-28";"105.96"
"09124X0293/SISE";"2006-09-29";"105.95"
"09124X0293/SISE";"2006-09-30";"105.95"
"09124X0293/SISE";"2006-10-01";"105.95"
"09124X0293/SISE";"2006-10-02";"106.04"
"09124X0293/SISE";"2006-10-03";"106.07"
"09124X0293/SISE";"2006-10-04";"106.11"
"09124X0293/SISE";"2006-10-05";"106.12"
"09124X0293/SISE";"2006-10-06";"106.09"
"09124X0293/SISE";"2006-10-07";"106.05"
"09124X0293/SISE";"2006-10-08";"106.02"
"09124X0293/SISE";"2006-10-09";"105.99"
"09124X0293/SISE";"2006-10-10";"105.97"
"09124X0293/SISE";"2006-10-11";"105.95"
"09124X0293/SISE";"2006-10-12";"105.94"
"09124X0293/SISE";"2006-10-13";"106.02"
"09124X0293/SISE";"2006-10-14";"106.02"
"09124X0293/SISE";"2006-10-15";"106.0"
"09124X0293/SISE";"2006-10-16";"105.98"
"09124X0293/SISE";"2006-10-17";"105.96"
"09124X0293/SISE";"2006-10-18";"105.94"
"09124X0293/SISE";"2006-10-19";"106.14"
"09124X0293/SISE";"2006-10-20";"107.24"
"09124X0293/SISE";"2006-10-21";"107.19"
"09124X0293/SISE";"2006-10-22";"107.0"
"09124X0293/SISE";"2006-10-23";"106.89"
"09124X0293/SISE";"2006-10-24";"106.94"
"09124X0293/SISE";"2006-10-25";"106.86"
"09124X0293/SISE";"2006-10-26";"106.76"
"09124X0293/SISE";"2006-10-27";"106.66"
"09124X0293/SISE";"2006-10-28";"106.58"
"09124X0293/SISE";"2006-10-29";"106.51"
"09124X0293/SISE";"2006-10-30";"106.44"
"09124X0293/SISE";"2006-10-31";"106.38"
"09124X0293/SISE";"2006-11-01";"106.33"
"09124X0293/SISE";"2006-11-02";"106.28"
"09124X0293/SISE";"2006-11-03";"106.23"
"09124X0293/SISE";"2006-11-04";"106.19"
"09124X0293/SISE";"2006-11-05";"106.16"
"09124X0293/SISE";"2006-11-06";"106.12"
"09124X0293/SISE";"2006-11-07";"106.1"
"09124X0293/SISE";"2006-11-08";"106.07"
"09124X0293/SISE";"2006-11-09";"106.05"
"09124X0293/SISE";"2006-11-10";"106.03"
"09124X0293/SISE";"2006-11-11";"106.01"
"09124X0293/SISE";"2006-11-12";"105.99"
"09124X0293/SISE";"2006-11-13";"105.97"
"09124X0293/SISE";"2006-11-14";"105.96"
"09124X0293/SISE";"2006-11-15";"105.94"
"09124X0293/SISE";"2006-11-16";"105.94"
"09124X0293/SISE";"2006-11-17";"106.59"
"09124X0293/SISE";"2006-11-18";"107.33"
"09124X0293/SISE";"2006-11-19";"107.18"
"09124X0293/SISE";"2006-11-20";"107.04"
"09124X0293/SISE";"2006-11-21";"106.92"
"09124X0293/SISE";"2006-11-22";"106.83"
"09124X0293/SISE";"2006-11-23";"106.73"
"09124X0293/SISE";"2006-11-24";"106.66"
"09124X0293/SISE";"2006-11-25";"106.61"
"09124X0293/SISE";"2006-11-26";"106.62"
"09124X0293/SISE";"2006-11-27";"106.6"
"09124X0293/SISE";"2006-11-28";"106.57"
"09124X0293/SISE";"2006-11-29";"106.77"
"09124X0293/SISE";"2006-11-30";"106.75"
"09124X0293/SISE";"2006-12-01";"106.69"
"09124X0293/SISE";"2006-12-02";"106.64"
"09124X0293/SISE";"2006-12-03";"106.75"
"09124X0293/SISE";"2006-12-04";"106.81"
"09124X0293/SISE";"2006-12-05";"106.77"
"09124X0293/SISE";"2006-12-06";"106.71"
"09124X0293/SISE";"2006-12-07";"106.69"
"09124X0293/SISE";"2006-12-08";"106.63"
"09124X0293/SISE";"2006-12-09";"106.72"
"09124X0293/SISE";"2006-12-10";"106.7"
"09124X0293/SISE";"2006-12-11";"106.64"
"09124X0293/SISE";"2006-12-12";"106.59"
"09124X0293/SISE";"2006-12-13";"106.54"
"09124X0293/SISE";"2006-12-14";"106.49"
"09124X0293/SISE";"2006-12-15";"106.44"
"09124X0293/SISE";"2006-12-16";"106.4"
"09124X0293/SISE";"2006-12-17";"106.38"
"09124X0293/SISE";"2006-12-18";"106.35"
"09124X0293/SISE";"2006-12-19";"106.31"
"09124X0293/SISE";"2006-12-20";"106.27"
"09124X0293/SISE";"2006-12-21";"106.24"
"09124X0293/SISE";"2006-12-22";"106.21"
"09124X0293/SISE";"2006-12-23";"106.18"
"09124X0293/SISE";"2006-12-24";"106.15"
"09124X0293/SISE";"2006-12-25";"106.13"
"09124X0293/SISE";"2006-12-26";"106.11"
"09124X0293/SISE";"2006-12-27";"106.08"
"09124X0293/SISE";"2006-12-28";"106.07"
"09124X0293/SISE";"2006-12-29";"106.05"
"09124X0293/SISE";"2006-12-30";"106.03"
"09124X0293/SISE";"2006-12-31";"106.02"
"09124X0293/SISE";"2007-01-01";"106.0"
"09124X0293/SISE";"2007-01-02";"105.99"
"09124X0293/SISE";"2007-01-03";"105.99"
"09124X0293/SISE";"2007-01-04";"105.98"
"09124X0293/SISE";"2007-01-05";"105.96"
"09124X0293/SISE";"2007-01-06";"105.95"
"09124X0293/SISE";"2007-01-07";"105.94"
"09124X0293/SISE";"2007-01-08";"105.93"
"09124X0293/SISE";"2007-01-09";"105.92"
"09124X0293/SISE";"2007-01-10";"105.92"
"09124X0293/SISE";"2007-01-11";"105.91"
"09124X0293/SISE";"2007-01-12";"105.9"
"09124X0293/SISE";"2007-01-13";"105.9"
"09124X0293/SISE";"2007-01-14";"105.89"
"09124X0293/SISE";"2007-01-15";"105.88"
"09124X0293/SISE";"2007-01-16";"105.87"
"09124X0293/SISE";"2007-01-17";"105.86"
"09124X0293/SISE";"2007-01-18";"105.86"
"09124X0293/SISE";"2007-01-19";"105.86"
"09124X0293/SISE";"2007-01-20";"105.86"
"09124X0293/SISE";"2007-01-21";"105.85"
"09124X0293/SISE";"2007-01-22";"105.84"
"09124X0293/SISE";"2007-01-23";"105.85"
"09124X0293/SISE";"2007-01-24";"105.93"
"09124X0293/SISE";"2007-01-25";"105.95"
"09124X0293/SISE";"2007-01-26";"105.93"
"09124X0293/SISE";"2007-01-27";"105.91"
"09124X0293/SISE";"2007-01-28";"105.89"
"09124X0293/SISE";"2007-01-29";"105.88"
"09124X0293/SISE";"2007-01-30";"105.86"
"09124X0293/SISE";"2007-01-31";"105.86"
"09124X0293/SISE";"2007-02-01";"105.85"
"09124X0293/SISE";"2007-02-02";"105.84"
"09124X0293/SISE";"2007-02-03";"105.83"
"09124X0293/SISE";"2007-02-04";"105.83"
"09124X0293/SISE";"2007-02-05";"105.82"
"09124X0293/SISE";"2007-02-06";"105.82"
"09124X0293/SISE";"2007-02-07";"105.81"
"09124X0293/SISE";"2007-02-08";"105.81"
"09124X0293/SISE";"2007-02-09";"105.81"
"09124X0293/SISE";"2007-02-10";"105.81"
"09124X0293/SISE";"2007-02-11";"105.8"
"09124X0293/SISE";"2007-02-12";"105.8"
"09124X0293/SISE";"2007-02-13";"105.81"
"09124X0293/SISE";"2007-02-14";"105.81"
"09124X0293/SISE";"2007-02-15";"105.81"
"09124X0293/SISE";"2007-02-16";"105.8"
"09124X0293/SISE";"2007-02-17";"105.8"
"09124X0293/SISE";"2007-02-18";"105.8"
"09124X0293/SISE";"2007-02-19";"105.88"
"09124X0293/SISE";"2007-02-20";"105.92"
"09124X0293/SISE";"2007-02-21";"105.93"
"09124X0293/SISE";"2007-02-22";"105.93"
"09124X0293/SISE";"2007-02-23";"105.93"
"09124X0293/SISE";"2007-02-24";"105.92"
"09124X0293/SISE";"2007-02-25";"105.93"
"09124X0293/SISE";"2007-02-26";"105.93"
"09124X0293/SISE";"2007-02-27";"105.93"
"09124X0293/SISE";"2007-02-28";"105.93"
"09124X0293/SISE";"2007-03-01";"105.92"
"09124X0293/SISE";"2007-03-02";"105.92"
"09124X0293/SISE";"2007-03-03";"105.92"
"09124X0293/SISE";"2007-03-04";"105.92"
"09124X0293/SISE";"2007-03-05";"105.92"
"09124X0293/SISE";"2007-03-06";"105.91"
"09124X0293/SISE";"2007-03-07";"105.92"
"09124X0293/SISE";"2007-03-08";"105.93"
"09124X0293/SISE";"2007-03-09";"105.93"
"09124X0293/SISE";"2007-03-10";"105.92"
"09124X0293/SISE";"2007-03-11";"105.9"
"09124X0293/SISE";"2007-03-12";"105.89"
"09124X0293/SISE";"2007-03-13";"105.88"
"09124X0293/SISE";"2007-03-14";"105.87"
"09124X0293/SISE";"2007-03-15";"105.87"
"09124X0293/SISE";"2007-03-16";"105.87"
"09124X0293/SISE";"2007-03-17";"105.86"
"09124X0293/SISE";"2007-03-18";"105.86"
"09124X0293/SISE";"2007-03-19";"105.86"
"09124X0293/SISE";"2007-03-20";"105.85"
"09124X0293/SISE";"2007-03-21";"105.85"
"09124X0293/SISE";"2007-03-22";"105.83"
"09124X0293/SISE";"2007-03-23";"105.82"
"09124X0293/SISE";"2007-03-24";"105.81"
"09124X0293/SISE";"2007-03-25";"105.81"
"09124X0293/SISE";"2007-03-26";"105.8"
"09124X0293/SISE";"2007-03-27";"105.8"
"09124X0293/SISE";"2007-03-28";"105.8"
"09124X0293/SISE";"2007-03-29";"105.8"
"09124X0293/SISE";"2007-03-30";"105.8"
"09124X0293/SISE";"2007-03-31";"105.79"
"09124X0293/SISE";"2007-04-01";"105.79"
"09124X0293/SISE";"2007-04-02";"105.8"
"09124X0293/SISE";"2007-04-03";"105.83"
"09124X0293/SISE";"2007-04-04";"105.84"
"09124X0293/SISE";"2007-04-05";"105.83"
"09124X0293/SISE";"2007-04-06";"105.81"
"09124X0293/SISE";"2007-04-07";"105.8"
"09124X0293/SISE";"2007-04-08";"105.8"
"09124X0293/SISE";"2007-04-09";"105.79"
"09124X0293/SISE";"2007-04-10";"105.8"
"09124X0293/SISE";"2007-04-11";"105.8"
"09124X0293/SISE";"2007-04-12";"105.8"
"09124X0293/SISE";"2007-04-13";"105.81"
"09124X0293/SISE";"2007-04-14";"105.85"
"09124X0293/SISE";"2007-04-15";"105.93"
"09124X0293/SISE";"2007-04-16";"105.97"
"09124X0293/SISE";"2007-04-17";"105.97"
"09124X0293/SISE";"2007-04-18";"105.97"
"09124X0293/SISE";"2007-04-19";"105.96"
"09124X0293/SISE";"2007-04-20";"105.95"
"09124X0293/SISE";"2007-04-21";"105.95"
